Unidade da Federação,2008/Jan,2008/Fev,2008/Mar,2008/Abr,2008/Mai,2008/Jun,2008/Jul,2008/Ago,2008/Set,2008/Out,2008/Nov,2008/Dez,2009/Jan,2009/Fev,2009/Mar,2009/Abr,2009/Mai,2009/Jun,2009/Jul,2009/Ago,2009/Set,2009/Out,2009/Nov,2009/Dez,2010/Jan,2010/Fev,2010/Mar,2010/Abr,2010/Mai,2010/Jun,2010/Jul,2010/Ago,2010/Set,2010/Out,2010/Nov,2010/Dez,2011/Jan,2011/Fev,2011/Mar,2011/Abr,2011/Mai,2011/Jun,2011/Jul,2011/Ago,2011/Set,2011/Out,2011/Nov,2011/Dez,2012/Jan,2012/Fev,2012/Mar,2012/Abr,2012/Mai,2012/Jun,2012/Jul,2012/Ago,2012/Set,2012/Out,2012/Nov,2012/Dez,2013/Jan,2013/Fev,2013/Mar,2013/Abr,2013/Mai,2013/Jun,2013/Jul,2013/Ago,2013/Set,2013/Out,2013/Nov,2013/Dez,2014/Jan,2014/Fev,2014/Mar,2014/Abr,2014/Mai,2014/Jun,2014/Jul,2014/Ago,2014/Set,2014/Out,2014/Nov,2014/Dez,2015/Jan,2015/Fev,2015/Mar,2015/Abr,2015/Mai,2015/Jun,2015/Jul,2015/Ago,2015/Set,2015/Out,2015/Nov,2015/Dez,2016/Jan,2016/Fev,2016/Mar,2016/Abr,2016/Mai,2016/Jun,2016/Jul,2016/Ago,2016/Set,2016/Out,2016/Nov,2016/Dez,2017/Jan,2017/Fev,2017/Mar,2017/Abr,2017/Mai,2017/Jun,2017/Jul,2017/Ago,2017/Set,2017/Out,2017/Nov,2017/Dez,2018/Jan,2018/Fev,2018/Mar,2018/Abr,2018/Mai,2018/Jun,2018/Jul,2018/Ago,2018/Set,2018/Out,2018/Nov,2018/Dez,2019/Jan,2019/Fev,2019/Mar,2019/Abr,2019/Mai,2019/Jun,2019/Jul,2019/Ago,2019/Set,2019/Out,2019/Nov,2019/Dez,2020/Jan,2020/Fev,2020/Mar,2020/Abr,2020/Mai,2020/Jun,2020/Jul,2020/Ago,2020/Set,2020/Out,2020/Nov,2020/Dez,2021/Jan,2021/Fev,2021/Mar,2021/Abr,2021/Mai,2021/Jun,2021/Jul,2021/Ago,2021/Set,2021/Out,2021/Nov,2021/Dez,2022/Jan,2022/Fev,2022/Mar,2022/Abr,2022/Mai,2022/Jun,2022/Jul,2022/Ago,2022/Set,2022/Out,2022/Nov,2022/Dez,2023/Jan,2023/Fev,2023/Mar,2023/Abr,2023/Mai,2023/Jun,2023/Jul,2023/Ago
15 Pará,18.86474411,19.5537582,21.9373427,20.842829690000002,23.24995288,23.240687559999998,24.002223559999997,23.34121803,25.17226132,24.01171248,21.5263037,23.89680499,24.61332093,24.01594001,26.624310100000002,26.478979579999997,26.36640119,25.44070125,28.079331879999998,27.58852226,27.96796922,28.43063119,25.432419120000002,26.405862199999998,25.8418897,26.52719233,27.433129309999998,25.75386816,27.51546384,26.93420347,26.66819502,26.60674981,27.22666053,27.185706839999998,27.019994899999997,26.03603325,27.9133744,26.77106028,27.06039638,27.86887978,25.307476190000003,28.34303468,24.565538489999998,25.52846074,28.301294350000003,27.370964609999998,25.88040771,26.23849003,27.326329100000002,26.349845260000002,27.351755739999998,26.90865929,27.046198359999998,26.377422890000002,26.36347767,20.608795,26.71928305,26.9271632,26.24363189,27.31374848,25.716468350000003,27.23061192,27.800745329999998,28.15796206,28.93108484,30.07349418,29.20057347,27.86158335,28.490038600000002,28.389416649999998,28.63046792,30.20530272,26.976831190000002,27.63601825,28.44049548,28.22965098,28.72284527,30.35612643,28.14755089,27.946764079999998,28.95961193,30.10103711,28.71837583,28.616330519999998,28.5421365,28.61836652,29.16822309,30.17478394,29.97993784,29.32265971,30.47101789,31.56392222,29.96462166,29.18979443,29.28573364,27.69585289,27.60657227,29.569770870000003,28.560310469999997,30.01491919,29.51689449,30.77451314,29.98137923,30.09917867,30.83138691,31.99466539,29.05273284,29.14657551,30.75437021,30.35104339,31.28043065,32.05188254,30.50785239,32.20226599,32.77100263,32.20401338,34.98374788,34.13897065,33.28064337,34.42641315,31.59118532,31.378879,32.90987751,35.053278799999994,33.97313385,35.56075757,33.46517206,35.49737112,34.89602028,37.38536464,34.29417103,34.16850529,33.8499098,32.87171766,33.13099571,36.0443194,35.906526590000006,35.242306770000006,29.46014472,31.17989386,34.175218799999996,36.12229883,36.87444223,35.94776642,34.36598558,37.41757986,35.610330340000004,28.29244648,32.99880672,42.24077653,40.8518966,44.451659549999995,36.858888560000004,37.02500625,39.04098398,38.068009090000004,38.842407789999996,39.27080377,40.70147083,46.662714560000005,55.352070659999995,48.295002329999996,46.3362373,45.12686059000001,45.77618652,45.04986036,44.574730869999996,44.36581625,45.062563729999994,45.109846590000004,43.89692249,47.121364619999994,45.52597999,44.82632915,46.66705015,47.56748978,45.605613840000004,46.12343801,43.72243296,44.49125098,46.25608099,46.3683054,47.30248261,47.58254376,46.568828780000004,44.35819639,51.93018094,44.52007427
21 Maranhão,10.72350639,13.55967941,13.98514236,14.809416460000001,14.505727380000002,14.90809132,15.7848994,15.19531289,14.95127775,16.07221928,14.016545039999999,15.79230393,14.782429140000001,16.84241653,16.68162641,17.735055550000002,17.466345309999998,17.45922954,18.02164834,19.33294968,19.72289551,19.27785257,18.63407827,19.11791442,18.90615218,17.54083845,19.74193329,19.44520855,20.17407939,20.368446350000003,20.361636949999998,20.566710399999998,19.06190155,20.690798079999997,21.0289158,19.41788995,20.078774980000002,20.44895289,20.67951426,21.21095643,20.71136263,20.13358572,20.09376087,20.561354,20.82378257,21.443192850000003,20.62458338,21.018995059999998,19.91071245,20.90304782,21.470376329999997,23.20639757,23.48536214,22.450749870000003,23.43562279,21.80543482,21.79831007,21.14138225,21.02322279,19.53779198,21.450719199999998,21.36413312,22.46190145,23.228749739999998,25.24052407,24.358828550000002,24.958955030000002,24.96753141,25.16372177,25.079061929999998,24.64401147,24.8118989,25.07479796,23.57870677,24.379180429999998,24.561919829999997,24.5009976,26.36256792,25.424053100000002,26.27343874,26.72427668,25.224307370000002,25.52749063,24.17355753,23.007366,24.59317979,25.9831532,25.55198398,27.39412613,26.76277242,27.21167348,26.732789789999998,26.92908925,26.298140280000002,25.54908029,25.52766143,26.26405026,24.71198348,25.65807948,26.21574088,26.62509716,26.86887097,27.245242670000003,26.35493371,25.97587216,25.534733579999997,25.48393305,20.54650853,26.153825190000003,25.9155835,27.89509169,26.80864339,28.06444072,27.699191350000003,29.3215817,28.97426739,28.21078625,28.35232475,26.85836706,29.435501730000002,28.52488888,26.35183662,30.050918579999998,31.07743222,29.48573267,29.35948498,29.44118187,30.255833420000002,29.64542853,29.31070937,28.46232793,29.60623179,30.64177218,27.36905119,30.39968109,30.40617144,31.437580620000002,30.09423234,30.72440459,31.71246435,30.923188399999997,32.025892760000005,31.01387874,29.65949342,30.3248685,30.01818806,29.309892089999998,25.2565892,31.382563899999997,34.92183863,35.49796606,32.27955326,30.167548030000003,33.401913719999996,32.12037592,31.08909719,31.820050289999998,32.76351176,44.85424948,50.40672535,53.57918788,51.47658409,52.57755099,44.466565179999996,40.12254701,36.94993058,33.981831619999994,37.32865804,37.76702179,38.66462779,37.03619267,36.73791251,38.48428022,36.29771329,39.760287399999996,38.607141979999994,37.29181541,37.65996751,36.40256218,37.8047603,39.58201218,36.53847925,37.773644600000004,35.562287700000006,37.43668168,37.002566380000005,39.25385444,35.677149920000005
32 Espírito Santo,5.4567239800000005,9.10221286,10.249595970000001,11.25383356,10.19861917,13.364258289999999,13.03537408,12.58859577,12.727433300000001,12.65603916,11.456719609999999,13.79710101,11.872595720000001,13.159401039999999,14.11282559,14.441001759999999,15.86948576,14.28948215,14.75963893,15.6820211,15.38232346,15.580269470000001,14.61472718,13.38970731,15.19527091,14.08929207,14.86045956,14.59067801,15.55185516,15.09427262,15.89142756,15.42729584,16.004656880000002,16.31038044,15.48409244,16.64033844,16.13366494,15.16141345,17.38207061,16.934270530000003,17.75884996,17.1723118,17.3805092,18.970124289999998,17.551488149999997,17.9700353,17.36479254,17.496329940000003,17.22280498,16.75199585,18.47153746,18.456884510000002,17.62811136,18.10765811,19.02311507,18.953444620000003,19.67050059,18.95034909,18.89455212,18.281712149999997,19.22443153,19.035509920000003,20.294734350000002,19.59550702,20.2652674,19.658552699999998,20.401161289999997,19.99867093,20.4518488,20.13130249,20.389116780000002,19.05873726,19.74917848,19.147207719999997,19.15170666,19.881203539999998,22.29488178,21.29991599,22.526747710000002,21.96999969,21.98204334,22.88379384,21.79340447,20.417854690000002,20.117941260000002,20.66491935,22.38206817,21.407331210000002,22.26426678,22.28412222,25.02599197,23.40140452,20.83382254,23.424337519999998,23.991085579999996,21.43778754,23.77956366,22.79004827,23.715873329999997,24.827565420000003,24.10959733,25.65881737,25.16905716,26.72502424,25.338983149999997,24.61923374,24.31658195,25.92848484,25.00767662,24.19119104,25.3082924,25.03148352,26.63869623,27.02963004,26.53079894,25.867248280000002,25.26246633,26.30923434,26.48531014,25.4938047,26.87038424,24.762482379999998,23.99207032,25.58075491,27.04709149,24.43138584,25.13037843,26.0093405,24.685731899999997,26.24387736,24.17007547,24.50205639,25.00540989,24.43336041,24.48944143,23.96607321,27.67889471,26.25728718,29.32103262,28.08002393,27.49494806,28.981301170000002,26.65212301,27.58772737,28.05706329,26.361545850000002,26.637385719999997,25.119682609999998,29.089749100000002,29.1597069,33.63498717,32.934864929999996,39.19876989,28.522105760000002,31.548191149999997,34.35599985,41.07577015,42.55207465,48.960723619999996,56.41713295,55.16272174,52.21412902,55.58813278,45.641859939999996,39.44302362,39.80584925,40.10514318,37.02879414,38.017795590000006,42.69224473,36.14272223,36.65434006,32.41274452,36.35732886,37.84221651,33.05667753,35.064944270000005,35.65060837,35.87142754,34.702386270000005,39.34325596,33.28611969,40.177196509999995,37.44379064,39.75289096,42.3171167,38.67648885,41.82290519
24 Rio Grande do Norte,5.94781408,9.50975583,10.35223859,10.8551085,11.16016819,10.475071380000001,11.38634996,10.64081747,11.33603028,10.60646507,10.74281244,10.09104876,9.571714810000001,10.69950366,11.61301625,9.515920849999999,12.872004449999999,12.35331044,12.88882703,13.07540099,13.2138176,13.294634310000001,13.153593039999999,13.65254487,12.94250599,12.272024779999999,13.76330023,13.69324407,13.97528125,12.960918439999999,13.07750932,14.081550960000001,13.930180980000001,13.01035442,12.79680521,13.66792781,13.356719539999999,13.5512899,14.10846583,13.87142809,14.155263869999999,14.2136729,14.7053209,13.632520699999999,15.37732888,14.67595726,13.41738755,15.16785235,13.51282466,12.43412723,16.10796068,14.82083697,14.61662236,13.43367161,15.75956622,15.565943970000001,14.07864123,14.275735699999998,14.363579269999999,13.095433439999999,12.88517699,12.865116039999998,14.4394963,16.24010274,16.31240786,17.00533663,15.550082289999999,16.12860919,16.663333820000002,16.56047211,15.77228374,14.46719379,13.92921724,15.17588755,15.826709050000002,15.17972826,17.609022,16.32608316,17.62040631,16.8972135,15.65993629,17.260602079999998,17.19044761,14.55234994,16.41594923,14.66310133,17.34930893,16.48568809,17.47988581,18.35781468,19.03212105,19.08340879,18.62525639,19.30550893,18.323482809999998,15.73221202,17.598037429999998,15.94415328,18.56185294,18.551249809999998,19.17419434,19.66545557,18.71063225,16.40746411,13.341159560000001,18.5961197,17.33891964,18.965204649999997,17.5310257,15.91534717,18.08855383,18.34612695,19.11103424,17.755044870000003,19.054889160000002,19.79596653,18.79525974,18.444347899999997,17.2980035,18.31184001,19.13057055,17.631343469999997,19.84283493,20.77480662,20.78903818,20.13769972,21.65239173,21.62979735,20.189873010000003,21.33237273,20.58125813,17.22787404,22.5037047,20.181547440000003,23.086510420000003,21.820682350000002,23.58881389,21.53022097,22.22977985,23.12083846,22.4558271,22.26316366,22.92262816,20.94902715,23.101224379999998,21.644473350000002,22.438442719999998,18.74494381,19.454054,21.476468960000002,26.33780877,27.57965862,27.721340379999997,26.05267189,24.742465160000002,23.8884899,28.0759817,26.593976809999997,28.45502187,35.95272338,36.88774796,36.785336799999996,36.05539864,32.93981429,28.1240879,26.0143949,25.08542808,24.57020711,24.94898061,26.29980963,25.13168356,25.63650871,27.94622013,27.082376019999998,27.513087629999998,27.478307739999998,28.25231428,28.51516639,29.471167219999998,25.292072190000003,25.38237563,24.8502113,26.79532204,27.11712585,27.7897275,32.78053396,29.526132660000002,32.21636368
53 Distrito Federal,4.74591919,7.63248067,9.64720326,11.09873299,12.891719720000001,12.85012567,12.56564674,13.71085789,13.165106199999999,15.04860723,11.34316662,14.727561060000001,12.44882112,10.37899159,13.84438456,13.01446849,15.19932219,15.839446,14.07564284,15.07028719,14.487053320000001,14.79475993,13.9701477,12.231919679999999,14.15235741,12.79795647,14.76610889,14.25150337,13.99232187,13.02971213,13.73143147,14.4928919,13.70896772,13.15429748,14.0171919,13.89286069,13.68519315,12.59622792,13.77661355,16.34513808,16.08791083,13.97273493,14.892283189999999,13.27849141,13.9954267,15.3909235,13.086852039999998,13.59025281,14.944337599999999,14.888269730000001,15.08575132,15.76489619,15.62343515,15.20342501,16.73202178,15.30181045,13.73274593,14.641131300000001,14.30287291,13.1581724,13.730031449999998,16.99866127,16.77530673,15.67188783,17.11511836,14.70215022,16.691669,17.23649961,15.10726626,14.85436516,14.958687900000001,13.017400369999999,15.090216439999999,14.61647596,15.22193961,13.47394721,16.95786571,16.17253749,16.980186149999998,18.00278925,15.337916230000001,15.15951018,14.57500632,13.31573502,12.64459701,12.040195189999999,15.56356272,16.11213623,15.58263539,15.52712583,16.34046489,15.410729640000001,15.59645616,12.688880220000001,15.29131752,14.72579959,14.615505460000001,13.618348619999999,17.17035614,17.429303960000002,18.419489,18.261439850000002,15.95748401,18.85972802,14.61768782,15.93806589,17.795635559999997,17.955606460000002,17.727684850000003,17.813104879999997,18.51010596,16.996973920000002,15.586295880000002,14.832061099999999,15.14325369,16.830062390000002,18.43794584,18.041562149999997,18.203173030000002,17.02886846,17.12757195,18.22278766,20.340897780000002,20.52218119,20.34340723,21.54212159,22.30146816,23.318726050000002,20.30707579,18.60025814,16.51832398,13.9705066,20.19215235,18.49633316,22.1917957,18.562231920000002,20.36077948,20.18708238,22.21615463,23.309181239999997,17.87019468,17.859596850000003,19.85194018,18.76943777,22.34162909,20.643441059999997,22.94716399,21.53650516,19.05824391,22.704335269999998,25.26977334,26.52619639,20.05659211,20.8562493,20.45932527,22.991567760000002,23.52705029,22.76695262,31.83191745,38.410115299999994,31.53281686,30.62936148,29.662716670000002,27.288766940000002,28.50998596,26.20742915,25.14745857,22.74291621,24.945761010000002,24.40409299,26.03333063,25.43077037,25.48740111,23.29454534,25.72939743,30.312743670000003,27.63081749,28.36382055,26.50149919,24.62464472,25.41687043,24.34623216,31.52513165,27.77153046,27.49522773,28.258576,29.03417733,30.961244280000003
25 Paraíba,10.72300245,11.38627447,12.053643869999998,12.65352876,12.21510711,12.25692849,12.755413769999999,12.87257837,12.558296109999999,12.76872785,12.305712880000002,13.581860460000001,13.49316447,13.48297809,14.82700661,15.39755653,16.27744259,15.87916072,15.97881122,15.59034789,16.11768024,15.75169159,15.92766269,15.43752874,15.66786973,14.904848470000001,16.21613365,16.257606550000002,16.33775146,16.09233267,16.90225336,16.841142039999998,15.852904310000001,15.58557368,15.38392763,15.66980738,15.0917195,15.32639208,15.90661312,15.34642006,15.53083549,14.63376602,15.69853359,15.12855676,15.78545875,15.328867039999999,14.9864564,15.09302515,13.674516539999999,13.85912601,15.038829369999998,14.9573599,15.59437619,14.42717703,15.48436107,15.78685282,16.20780508,14.96672485,15.58768725,14.506296460000002,15.6808984,14.385685070000001,16.32192155,16.872009719999998,17.30052952,16.59931418,16.72643262,16.48478286,17.135693879999998,16.81676307,15.69876475,16.166997730000002,16.1540644,15.62126678,14.82096748,17.23019463,15.96199756,16.13754805,16.19900292,16.54738924,16.4943462,16.26662026,15.71002642,17.32667955,15.79501265,14.480740529999999,16.05372673,15.96294878,15.76841741,16.77473311,16.55331193,16.70814942,16.811722120000002,16.40561374,14.2295593,14.09096982,13.3224141,17.07523987,16.340636710000002,16.30187215,16.77446525,16.795120269999998,15.836692,17.33528311,16.61220096,15.90295428,15.30439051,15.16312653,15.75314207,15.08383163,17.333812390000002,16.95547606,17.6149093,16.90339086,17.43641389,18.41934061,18.644534219999997,18.53272935,18.2484462,17.95609416,16.96887636,17.09192212,17.68049515,18.379177969999997,18.56827205,18.93457755,19.279685949999998,19.011606670000003,18.07079031,18.49712225,18.359742420000003,17.42526796,18.70177709,18.28023048,19.17837993,18.839657829999997,21.06183025,19.4475087,19.665224239999997,20.39725996,19.63974597,19.3260323,19.45090704,18.246437760000003,17.227838,17.591547329999997,17.84419552,16.273867550000002,14.99724891,17.441299559999997,27.29431105,23.28821379,19.480924469999998,19.98842694,18.41807559,18.1006025,19.552670550000002,21.54148583,26.41103752,29.59365484,34.74096407,34.25920292,29.84670489,28.35495345,24.93452689,24.365845649999997,25.25289345,21.82245604,22.59382543,26.1340394,26.644527710000002,24.41492329,24.69134522,22.6450262,23.71714219,23.59890004,22.515203109999998,21.16940708,21.881545539999998,24.03945703,23.36579545,24.58134243,26.24596445,26.34573516,25.03718593,23.03914786,29.90203296,28.576334550000002
50 Mato Grosso do Sul,5.377392110000001,7.002472610000001,8.42393319,8.79748768,9.770421800000001,10.90539218,10.249299820000001,9.67155345,10.21851105,9.54792355,9.450010189999999,8.36570979,10.033643710000002,10.7462631,10.849523029999999,10.90284813,11.991649259999999,12.05025966,12.17495098,11.17847001,11.99777592,11.68653315,10.75618843,10.565385710000001,12.14843258,11.270972800000001,11.9476935,11.435565539999999,12.39254152,12.441459980000001,12.02531784,12.353546779999999,12.38179258,12.34024731,12.46769391,12.35693032,11.20900855,9.65667702,13.69883679,12.7378647,12.73847458,12.63304975,12.55940236,12.12909922,14.36143967,10.87450214,13.06991491,13.38962718,11.336531769999999,10.65180708,12.1808017,12.31734621,12.44393358,13.2654235,13.279583970000001,13.66277857,14.377772859999999,12.47085774,13.31361074,13.2774047,12.94692906,13.6081143,13.164501210000001,12.609170800000001,14.260317310000001,14.09375927,15.85736844,14.90208106,14.29386454,15.00264855,13.96663766,13.671203550000001,14.17898887,14.71259452,14.30108967,13.93598051,14.947928019999999,14.0314964,14.515549980000001,15.58913554,14.77820002,14.56981314,14.35088734,14.176127300000001,14.477250539999998,15.58196371,16.40582687,14.37822839,16.95349049,16.14220157,15.74454646,15.74453043,16.350747050000003,15.20135063,14.59699867,14.83849141,16.24506473,15.79096276,16.038560099999998,15.78265852,15.83393983,15.63479695,16.13131092,16.65835976,16.11569441,15.53229735,15.44485993,15.7685419,16.0101629,14.83374968,17.13937975,14.9839404,16.984929809999997,15.67684315,16.95611878,17.04306932,17.477126809999998,15.48815575,16.59670372,15.35399767,16.32062925,18.44805383,16.62032136,16.68202702,17.55583283,17.3577802,17.09087679,16.46825595,17.3958585,16.259261130000002,16.39007524,15.35089392,17.10871902,17.71381057,16.88269096,18.25387027,17.77845845,18.38782248,19.8709332,18.913862690000002,19.59138384,18.93543709,17.23068881,17.89524476,18.11513464,19.54243988,19.03278573,17.41026253,17.91316192,17.363192429999998,18.858844440000002,19.87708068,19.247894510000002,19.050984600000003,21.18982313,19.78298479,22.018537809999998,25.32695713,26.27323601,27.778969309999997,28.963920870000003,34.52666472,31.98474511,36.71334308,33.14037178,23.99633439,24.34325772,22.00305987,22.022167510000003,24.12818359,24.661147460000002,21.750040920000004,19.048954390000002,25.84640289,24.64194071,25.44300191,25.387432739999998,24.43753572,24.19820365,24.26753121,25.18375255,24.50890044,27.00724829,26.833537850000003,26.97394311,26.35422147,26.4907367,27.25042475
22 Piauí,7.98514243,10.07992825,10.298372449999999,10.77597633,10.39836088,10.528253880000001,11.04010792,10.5491764,10.89919897,11.71594338,10.369913550000001,10.68458712,10.44828635,10.61767035,11.40129972,12.42858939,13.09656166,13.372660400000001,13.31045249,12.16890403,12.247027289999998,11.74494602,12.19605005,13.45952306,13.377545880000001,12.02608781,13.110928869999999,13.02782792,13.209892570000001,12.46334778,12.218924470000001,12.104581529999999,11.79430449,11.74056952,12.372469689999999,11.42176677,11.95475085,11.21958472,13.07076719,13.14348515,12.88936042,12.03350893,12.727802039999998,12.13245319,12.337823570000001,12.121361960000002,12.13972975,12.47791521,12.619535410000001,11.395160859999999,12.73732175,12.142250279999999,13.129897869999999,12.59449858,13.1287529,13.21340987,13.14978765,12.6137481,12.91633276,10.35931384,13.90281056,12.27315458,13.51876619,14.17181916,14.8378958,14.39140733,15.47540615,14.56344464,13.31303517,13.69902082,13.47508218,12.20386656,13.925397460000001,12.972098710000001,13.75116519,13.91253625,14.205768410000001,13.57961382,13.04644588,14.59299193,14.776732769999999,13.960878050000002,13.4632693,12.61556841,13.35873891,13.78563294,14.58472264,14.32294219,15.013200789999999,14.45483259,14.398152470000001,15.15022933,14.2562132,15.7141473,15.08490143,14.73347207,15.57156511,14.36350472,15.880991439999999,15.89274574,15.943858050000001,16.258706619999998,16.4659692,16.22860743,15.54984619,15.73637368,15.39153431,15.39378912,15.10786839,14.79024686,15.34122032,15.269541960000002,16.09956415,16.03048708,15.38937173,16.00848548,15.958946189999999,15.596652449999999,14.96337052,16.04886485,15.72750493,15.54151892,16.40825761,16.45525704,16.64695486,16.33050719,16.39371719,17.055960690000003,16.15245268,16.30548004,15.86915606,17.04731175,15.88251783,15.43345288,16.189802789999998,17.051416579999998,17.792232,17.26300456,17.460423289999998,18.0869492,17.769414469999997,18.500751190000003,17.74831251,17.64183723,16.22947338,16.85133411,14.56825423,12.224393970000001,13.182211,15.282065699999999,19.908573269999998,25.66353749,20.23078272,22.39089685,18.915102190000002,20.888691039999998,22.69455818,20.989694739999997,21.62063814,27.410286550000002,30.17370638,31.1359714,29.45146079,28.95429601,23.195247300000002,20.88000659,22.89029559,22.55525091,21.79108851,20.134802760000003,20.22912079,20.19205355,21.11158974,18.8278355,22.53211923,20.68135122,20.8536154,19.848979,19.66094257,20.94297215,22.038805710000002,19.36640511,22.74774986,20.13236989,22.614251890000002,22.87716177,22.94340852,21.3896314
51 Mato Grosso,4.79529901,8.684882230000001,7.8862431399999995,8.794109789999998,9.2316454,10.221763769999999,9.16331428,9.243148810000001,9.05235489,9.67709395,7.1503455,10.421826320000001,9.93939966,9.33254632,11.96550015,11.18501496,12.05815055,11.635436039999998,11.69883648,11.82323961,10.810420650000001,12.13063606,11.57409675,10.726251529999999,12.36476067,11.38213307,11.947040320000001,12.23321784,12.65642109,11.26340774,12.79526796,12.805173869999999,12.17171391,11.96145283,11.777799,11.14268427,11.70908086,11.14910781,12.38125567,12.391024300000002,11.57470766,11.44981818,12.06784781,9.8725676,12.34051127,12.15485801,12.73865919,11.617956359999999,10.19453496,11.0525318,12.697271259999999,12.82583644,12.43732625,13.81956873,12.861426869999999,13.38714516,13.10704691,12.08521568,12.76258375,12.38772152,12.315260039999998,12.14540621,13.1404563,12.884862960000001,12.87298373,14.08758276,12.6497978,14.13272709,13.040443400000001,12.55523229,13.69692761,13.23370501,12.20179159,12.981386140000001,13.290421349999999,14.13919801,13.62546123,13.88572963,14.60490036,14.81617913,14.011573310000001,13.16438384,14.56221815,13.41346525,13.106628970000001,13.76911533,14.16690947,14.411435710000001,14.59906275,15.156818099999999,15.40720737,14.79895473,15.11549263,14.54366517,14.61904599,14.220952140000001,14.76720136,13.71229888,15.44259016,15.1089193,15.651536519999999,15.80957422,15.578808890000001,15.68480291,15.5615192,15.50556473,15.31934926,13.805916369999998,14.03553759,14.149756349999999,14.89841706,15.584480769999999,16.651188349999998,15.50961484,16.37228119,16.2316827,16.044219390000002,16.14654289,15.48767602,14.77073199,17.25395009,14.78980116,17.49894687,16.27985274,16.10398877,15.88397751,17.16367303,15.56928517,15.630276460000001,15.83806468,14.815961130000002,13.85303499,14.22911336,15.28869879,16.04549992,15.89020895,16.09271667,16.69978069,16.31481122,16.76358132,15.60898284,15.85564123,15.823328539999999,15.03273751,15.2594365,15.06610666,14.90697308,12.56365561,13.63284878,13.215428529999999,16.83465098,19.70621932,20.74722233,22.72811029,20.69368621,19.97728664,19.48152885,19.065468579999997,24.29569828,31.09888885,31.97422598,33.33890905,39.215412560000004,38.96258402,29.28786045,27.91099639,21.57564212,20.34238697,20.83652525,22.478819190000003,20.63762941,18.59144673,20.39119089,18.61505304,17.71790059,20.29172591,20.60119284,20.76756922,20.468835809999998,19.8279522,18.165188609999998,20.21489732,22.42713295,21.40251967,23.338854670000003,24.56173953,23.50089266,20.56487502
27 Alagoas,6.24372632,8.37662216,8.40833622,9.090794820000001,9.33877145,10.06821008,9.88706161,9.373432,9.5635805,9.805242710000002,9.48367998,9.58727626,9.11830854,9.492457060000001,11.05001989,11.833838519999999,11.964555990000001,11.469923640000001,11.07310451,10.71771138,11.17085309,11.88431216,11.491215890000001,11.61980705,11.86727943,10.20710849,11.65386656,13.08870356,12.21889541,11.290459199999999,12.84241157,12.08546659,12.138067359999999,11.61489298,12.11599559,11.71405719,12.011224689999999,11.91881926,10.78078912,12.947105720000001,12.9513465,12.29521931,13.13489481,12.90374177,12.96740741,13.28822237,11.99946101,15.33086888,11.25805259,11.783526179999999,12.618040720000002,11.82151767,13.074948359999999,13.36293423,13.06546057,12.6602467,12.60899756,12.66386838,11.07876628,12.62409709,11.61865216,12.56317121,13.38756587,14.24435149,14.64083709,13.62792953,15.83428876,14.375114589999999,14.8586518,16.09149926,13.9084283,14.841404050000001,13.60987068,12.42202511,12.478218369999999,13.312077859999999,13.87246548,13.025539550000001,14.18820178,14.45114457,13.70914508,14.4643028,14.53779619,13.514366939999999,14.10663162,14.27543926,14.66835896,14.271782140000001,15.68804436,14.905770859999999,15.99206788,15.41607633,15.489051960000001,14.80052697,13.79384762,14.354103689999999,14.32767914,14.293807390000001,14.55465423,13.99975998,14.72460619,15.443908310000001,15.57395675,15.4755291,15.561671960000002,14.764824130000001,14.66962867,14.19253317,15.129171849999999,15.03845612,16.13053216,15.74317463,16.08657566,16.04287536,16.84612729,16.928567140000002,15.88645895,16.59693709,15.50826093,15.903174009999999,16.12715116,16.062136289999998,15.91332152,16.90121099,17.02642859,16.33990536,17.90897559,16.79381148,18.11958037,17.12614558,16.92535578,15.765092869999998,15.858616490000001,17.064476640000002,17.02782371,16.45851497,17.03996266,17.8027315,18.39992939,16.91552006,16.91379857,17.740071359999998,16.61075756,16.95448635,16.91320984,15.85734498,16.01426042,15.05721301,14.41143127,15.40687252,18.453860489999997,19.99528039,18.185986170000003,18.87151302,18.59737556,17.805273370000002,17.548566670000003,18.587484370000002,22.323051109999998,26.82628356,29.65147426,28.15567793,28.99516437,24.88089963,21.96412303,21.94582428,18.45755635,17.5442979,17.154122219999998,17.091070339999998,17.76289727,16.64836022,16.99061279,15.77372544,17.58169563,18.631249320000002,18.35669989,18.639272920000003,18.59383631,18.384394190000002,18.430435850000002,15.79478535,17.969560859999998,16.18614847,18.38507361,19.08860835,20.051610989999997,12.73963466
